Symbol,Name,InstrumentToken,ExchangeToken,InstrumentType,Segment,Exchange,IsActive
GODREJPROP,"GODREJ PROPERTIES",4576001,17875,EQ,NSE,NSE,True
DBCORP,"D.B.CORP",4577537,17881,EQ,NSE,NSE,True
GATECH,"GACM TECHNOLOGIES",4579329,17888,EQ,NSE,NSE,True
ABBOTINDIA,"ABBOTT INDIA",4583169,17903,EQ,NSE,NSE,True
HDIL-BZ,"HOUSING DEV & INFRA",4587521,17920,EQ,NSE,NSE,True
GEEKAYWIRE,"GEEKAY WIRES",4588033,17922,EQ,NSE,NSE,True
BAYERCROP,"BAYER CROPSCIENCE",4589313,17927,EQ,NSE,NSE,True
BEARDSELL,"BEARDSELL",4590849,17933,EQ,NSE,NSE,True
HINDCOPPER,"HINDUSTAN COPPER",4592385,17939,EQ,NSE,NSE,True
COHANCE,"COHANCE LIFESCIENCES",4593921,17945,EQ,NSE,NSE,True
MMTC,"MMTC",4596993,17957,EQ,NSE,NSE,True
NESTLEIND,"NESTLE INDIA",4598529,17963,EQ,NSE,NSE,True
SBICARD,"SBI CARDS & PAY SER",4600577,17971,EQ,NSE,NSE,True
TRF,"TRF",4604673,17987,EQ,NSE,NSE,True
UNITEDTEA,"UNITED NILGIRI TEA",4607745,17999,EQ,NSE,NSE,True
WHIRLPOOL,"WHIRLPOOL OF INDIA",4610817,18011,EQ,NSE,NSE,True
VLEGOV-BE,"VL E GOV AND IT SOL",4613377,18021,EQ,NSE,NSE,True
SETUINFRA-BZ,"SETUBANDHAN INFRA",4614145,18024,EQ,NSE,NSE,True
SBFC,"SBFC FINANCE",4614657,18026,EQ,NSE,NSE,True
MBLINFRA-BE,"MBL INFRASTRUCTURE",4616449,18033,EQ,NSE,NSE,True
ADVENZYMES,"ADVANCED ENZYME TECH",4617985,18039,EQ,NSE,NSE,True
MINDTECK,"MINDTECK (INDIA)",4620545,18049,EQ,NSE,NSE,True
CONCORDBIO,"CONCORD BIOTECH",4623361,18060,EQ,NSE,NSE,True
DBL,"DILIP BUILDCON",4630017,18086,EQ,NSE,NSE,True
JUBLFOOD,"JUBILANT FOODWORKS",4632577,18096,EQ,NSE,NSE,True
NIFTY1,"KOTAK NIFTY 50 ETF",4634113,18102,EQ,NSE,NSE,True
VASCONEQ-BE,"VASCON ENGINEERS",4637185,18114,EQ,NSE,NSE,True
THANGAMAYL,"THANGAMAYIL JEWELLERY",4638209,18118,EQ,NSE,NSE,True
SRGHFL,"SRG HOUSING FINANCE L",4638465,18119,EQ,NSE,NSE,True
DBREALTY-BE,"VALOR ESTATE",4640769,18128,EQ,NSE,NSE,True
YASHO,"YASHO INDUSTRIES",4641537,18131,EQ,NSE,NSE,True
DOLPHIN,"DOLPHIN OFF ENT (IND) L",4643585,18139,EQ,NSE,NSE,True
JIOFIN,"JIO FIN SERVICES",4644609,18143,EQ,NSE,NSE,True
EMMBI-BE,"EMMBI INDUSTRIES",4645377,18146,EQ,NSE,NSE,True
TVSSCS,"TVS SUPPLY CHAIN SOL L",4646657,18151,EQ,NSE,NSE,True
HATHWAY,"HATHWAY CABLE & DATACOM",4647425,18154,EQ,NSE,NSE,True
ORIENTLTD,"ORIENT PRESS",4661249,18208,EQ,NSE,NSE,True
TEXMOPIPES,"TEXMO PIPE & PRODUCTS",4662785,18214,EQ,NSE,NSE,True
KECL-BE,"KIRLOSKAR ELECTRIC CO",4665345,18224,EQ,NSE,NSE,True
MANINFRA,"MAN INFRA",4665857,18226,EQ,NSE,NSE,True
LORDSCHLO,"LORDS CHLORO ALKALI",4667393,18232,EQ,NSE,NSE,True
PYRAMID,"PYRAMID TECHNOPLAST",4672001,18250,EQ,NSE,NSE,True
SPAL,"S. P. APPARELS",4672513,18252,EQ,NSE,NSE,True
AEROFLEX,"AEROFLEX INDUSTRIES",4676609,18268,EQ,NSE,NSE,True
HDFCLIQUID,"HDFC NIFTY 1D RATE LIQUID ETF - GROWTH",4679425,18279,EQ,NSE,NSE,True
HDFLIQINAV,"HDFCAMC - HDFLIQINAV",4680193,18282,EQ,NSE,NSE,True
HNGSNGBEES,"NIPPON INDIA ETF HANG SENG BEES",4680705,18284,EQ,NSE,NSE,True
IVZINGOLD,"INVESCO INDIA GOLD EXCHANGE TRADED FUND",4682753,18292,EQ,NSE,NSE,True
LGBBROSLTD,"LG BALAKRISHNAN & BROS",4690177,18321,EQ,NSE,NSE,True
VPRPL-BE,"VISHNU PRAKASH R PUNGLI L",4695809,18343,EQ,NSE,NSE,True
MIDCAPBETA,"UTI NIFTY MIDCAP 150 ETF",4696833,18347,EQ,NSE,NSE,True
NIM150INAV,"UTIAMC - NIM150INAV",4698369,18353,EQ,NSE,NSE,True
SANDUMA,"SANDUR MANG & IRON ORES L",4699905,18359,EQ,NSE,NSE,True
PERSISTENT,"PERSISTENT SYSTEMS",4701441,18365,EQ,NSE,NSE,True
NDGL,"NAGA DHUNSERI GROUP",4702977,18371,EQ,NSE,NSE,True
RBLBANK,"RBL BANK",4708097,18391,EQ,NSE,NSE,True
RISHABH,"RISHABH INSTRUMENTS",4714753,18417,EQ,NSE,NSE,True
ASIANHOTNR,"ASIAN HOTELS (NORTH)",4716033,18422,EQ,NSE,NSE,True
RATNAVEER,"RATNAVEER PRECISION ENG L",4716289,18423,EQ,NSE,NSE,True
BIGBLOC,"BIGBLOC CONSTRUCTION",4718337,18431,EQ,NSE,NSE,True
POWERINDIA,"HITACHI ENERGY INDIA",4724993,18457,EQ,NSE,NSE,True
ISFT,"INTRASOFT TECH.",4730625,18479,EQ,NSE,NSE,True
SABEVENTS,"SAB EVENTS & GOVERNANCE",4735233,18497,EQ,NSE,NSE,True
TVVISION,"TV VISION",4737025,18504,EQ,NSE,NSE,True
CUPID,"CUPID",4741121,18520,EQ,NSE,NSE,True
DIACABS,"DIAMOND POWER INFRA",4747009,18543,EQ,NSE,NSE,True
JLHL,"JUPITER LIFE LINE HOSP L",4749569,18553,EQ,NSE,NSE,True
MITTAL,"MITTAL LIFE STYLE",4751873,18562,EQ,NSE,NSE,True
LTTS,"L&T TECHNOLOGY SER.",4752385,18564,EQ,NSE,NSE,True
RRKABEL,"R R KABEL",4752897,18566,EQ,NSE,NSE,True
GNA,"GNA AXLES",4754177,18571,EQ,NSE,NSE,True
KIRLOSBROS,"KIRLOSKAR BROTHERS",4756737,18581,EQ,NSE,NSE,True
EMSLIMITED,"EMS",4759809,18593,EQ,NSE,NSE,True
ZAGGLE,"ZAGGLE PREPA OCEAN SER L",4763649,18608,EQ,NSE,NSE,True
SAMHI,"SAMHI HOTELS",4765185,18614,EQ,NSE,NSE,True
DIAMINESQ,"DIAMINES & CHEMICALS",4772865,18644,EQ,NSE,NSE,True
ICICIPRULI,"ICICI PRU LIFE INS CO",4774913,18652,EQ,NSE,NSE,True
MARATHON,"MARATHON NXTGEN REALT",4776705,18659,EQ,NSE,NSE,True
NAVNIFINAV,"NAVIAMC - NAVNIFINAV",4779777,18671,EQ,NSE,NSE,True
HPL,"HPL ELECTRIC & POWER",4781825,18679,EQ,NSE,NSE,True
NUVAMA,"NUVAMA WEALTH MANAGE",4792577,18721,EQ,NSE,NSE,True
MASKINVEST-BE,"MASK INVESTMENTS",4795137,18731,EQ,NSE,NSE,True
SIGNATURE,"SIGNATUREGLOBAL INDIA",4798209,18743,EQ,NSE,NSE,True
KALAMANDIR,"SAI SILKS (KALAMANDIR) L",4801281,18755,EQ,NSE,NSE,True
YATRA,"YATRA ONLINE",4802561,18760,EQ,NSE,NSE,True
IDFNIFTYET,"BANDHAN NIFTY 50 ETF",4808449,18783,EQ,NSE,NSE,True
ENDURANCE,"ENDURANCE TECHNO.",4818433,18822,EQ,NSE,NSE,True
TARAPUR,"TARAPUR TRANSFORMERS",4819713,18827,EQ,NSE,NSE,True
NIRAJISPAT,"NIRAJ ISPAT IND",4823041,18840,EQ,NSE,NSE,True
VERTOZ-BE,"VERTOZ",4829441,18865,EQ,NSE,NSE,True
MAZDA-BE,"MAZDA",4830721,18870,EQ,NSE,NSE,True
SJVN,"SJVN",4834049,18883,EQ,NSE,NSE,True
KSL,"KALYANI STEELS",4835585,18889,EQ,NSE,NSE,True
PNBHOUSING,"PNB HOUSING FIN",4840449,18908,EQ,NSE,NSE,True
VBL,"VARUN BEVERAGES",4843777,18921,EQ,NSE,NSE,True
SUNDARAM,"SUNDARAM MULTI PAP",4846337,18931,EQ,NSE,NSE,True
KINGFA,"KINGFA SCI & TEC IND",4849665,18944,EQ,NSE,NSE,True
RAJRATAN,"RAJRATAN GLOBAL WIRE",4854273,18962,EQ,NSE,NSE,True
KAPSTON,"KAPSTON SERVICES",4855553,18967,EQ,NSE,NSE,True
UNIVASTU-BE,"UNIVASTU INDIA",4858625,18979,EQ,NSE,NSE,True
MVGJL,"MANOJ VAIBHAV GEM N JEW L",4867841,19015,EQ,NSE,NSE,True
JSWINFRA,"JSW INFRASTRUCTURE",4869121,19020,EQ,NSE,NSE,True
KIRLOSIND,"KIRLOSKAR INDUSTRIES",4870401,19025,EQ,NSE,NSE,True
PODDARMENT,"PODDAR PIGMENTS",4873217,19036,EQ,NSE,NSE,True
MANAPPURAM,"MANAPPURAM FINANCE",4879617,19061,EQ,NSE,NSE,True
AARVI,"AARVI ENCON",4882689,19073,EQ,NSE,NSE,True
ITBEES,"NIPPON INDIA ETF NIFTY IT",4885505,19084,EQ,NSE,NSE,True
SILLYMONKS,"SILLY MONKS ENTERTAIN",4888833,19097,EQ,NSE,NSE,True
ROLLT-BE,"ROLLATAINERS",4891649,19108,EQ,NSE,NSE,True
NBIFIN,"N.B.I. IND. FIN. CO.",4892417,19111,EQ,NSE,NSE,True
UDS,"UPDATER SERVICES",4892929,19113,EQ,NSE,NSE,True
KIOCL,"KIOCL",4896257,19126,EQ,NSE,NSE,True
UMESLTD,"USHA MARTIN EDU & SOL",4900353,19142,EQ,NSE,NSE,True
SFL,"SHEELA FOAM",4911105,19184,EQ,NSE,NSE,True
TI,"TILAKNAGAR INDUSTRIES",4914177,19196,EQ,NSE,NSE,True
HEADSUP,"HEADS UP VENTURES",4916481,19205,EQ,NSE,NSE,True
HMVL,"HINDUSTAN MEDIA VENT",4918017,19211,EQ,NSE,NSE,True
VALIANTLAB-BE,"VALIANT LABORATORIES",4920321,19220,EQ,NSE,NSE,True
TCIEXP,"TCI EXPRESS",4921089,19223,EQ,NSE,NSE,True
SENSEXETF,"MIRAE ASSET S&P BSE SENSEX ETF",4921345,19224,EQ,NSE,NSE,True
AARTISURF,"AARTI SURFACTANTS",4923649,19233,EQ,NSE,NSE,True
LAURUSLABS,"LAURUS LABS",4923905,19234,EQ,NSE,NSE,True
IMFA,"INDIAN METALS & FERRO",4924161,19235,EQ,NSE,NSE,True
MONIFTY500,"MOTILAL OSWAL NIFTY 500 ETF",4924673,19237,EQ,NSE,NSE,True
SENSEXINAV,"MIRAEAMC - SENSEXINAV",4927233,19247,EQ,NSE,NSE,True
MON500INAV,"MOTILALAMC - MON500INAV",4927489,19248,EQ,NSE,NSE,True
BLISSGVS-BE,"BLISS GVS PHARMA",4932865,19269,EQ,NSE,NSE,True
THEJO,"THEJO ENGINEERING",4935425,19279,EQ,NSE,NSE,True
EMAMIREAL-BE,"EMAMI REALTY",4935937,19281,EQ,NSE,NSE,True
MOM50,"MOTILAL OSWAL NIFTY 50 ETF",4937985,19289,EQ,NSE,NSE,True
TERASOFT,"TERA SOFTWARE",4938753,19292,EQ,NSE,NSE,True
ITDC,"INDIA TOUR. DEV. CO.",4940545,19299,EQ,NSE,NSE,True
HISARMETAL,"HISAR METAL IND.",4946433,19322,EQ,NSE,NSE,True
AHLWEST-BE,"ASIAN HOTELS (WEST)",4958721,19370,EQ,NSE,NSE,True
SPCENET,"SPACENET ENTERS IND",4959233,19372,EQ,NSE,NSE,True
BOROLTD,"BOROSIL",4966657,19401,EQ,NSE,NSE,True
ROSSARI,"ROSSARI BIOTECH",4968961,19410,EQ,NSE,NSE,True
SICALLOG,"SICAL LOGISTICS",4975105,19434,EQ,NSE,NSE,True
AHLEAST,"ASIAN HOTELS (EAST)",4976129,19438,EQ,NSE,NSE,True
CAPTRUST,"CAPITAL TRUST",4978433,19447,EQ,NSE,NSE,True
PLAZACABLE-BE,"PLAZA WIRES",4982017,19461,EQ,NSE,NSE,True
SECMARK,"SECMARK CONSULTANCY",4990977,19496,EQ,NSE,NSE,True
TICL,"TWAMEV CONS AND INFRA",4992257,19501,EQ,NSE,NSE,True
IITL,"INDUSTRIAL INV TRUST",4998401,19525,EQ,NSE,NSE,True
BAJAJCON,"BAJAJ CONSUMER CARE",4999937,19531,EQ,NSE,NSE,True
HDFCGOLD,"HDFC GOLD ETF",5003009,19543,EQ,NSE,NSE,True
BHANDARI-BE,"BHANDARI HOSIERY EXP",5007361,19560,EQ,NSE,NSE,True
UGARSUGAR,"THE UGAR SUGAR WORKS",5011969,19578,EQ,NSE,NSE,True
BSE,"BSE",5013761,19585,EQ,NSE,NSE,True
IRMENERGY,"IRM ENERGY",5016833,19597,EQ,NSE,NSE,True
PRAKASHSTL,"PRAKASH STEELAGE",5017345,19599,EQ,NSE,NSE,True
PRICOLLTD,"PRICOL",5025537,19631,EQ,NSE,NSE,True
ITETF,"MIRAE ASSET NIFTY IT ETF",5026049,19633,EQ,NSE,NSE,True
ALPHAETF,"MIRAE ASSET NIFTY 200 ALPHA 30 ETF",5027841,19640,EQ,NSE,NSE,True
ITETFINAV,"MIRAEAMC - ITETFINAV",5028865,19644,EQ,NSE,NSE,True
ALPHAINAV,"MIRAEAMC - ALPHAINAV",5029121,19645,EQ,NSE,NSE,True
MAXESTATES,"MAX ESTATES",5029377,19646,EQ,NSE,NSE,True
KALYANI-BE,"KALYANI COMMERCIALS",5031169,19653,EQ,NSE,NSE,True
COMPINFO-BZ,"COMPUAGE INFOCOM",5035521,19670,EQ,NSE,NSE,True
ANSALAPI-BZ,"ANSAL PROP & INFRA",5037313,19677,EQ,NSE,NSE,True
GOLDIETF,"ICICI PRUDENTIAL GOLD ETF",5037825,19679,EQ,NSE,NSE,True
BLUEJET,"BLUE JET HEALTHCARE",5039617,19686,EQ,NSE,NSE,True
JITFINFRA,"JITF INFRALOGISTICS",5040897,19691,EQ,NSE,NSE,True
HMT-BZ,"HMT -",5042689,19698,EQ,NSE,NSE,True
LIQUIDSBI,"SBI NIFTY 1D RATE LIQUID ETF - IDCW",5044481,19705,EQ,NSE,NSE,True
LIQSBIINAV,"SBIAMC - LIQSBIINAV",5047041,19715,EQ,NSE,NSE,True
GPPL,"GUJARAT PIPAVAV PORT",5051137,19731,EQ,NSE,NSE,True
ADFFOODS,"ADF FOODS",5058817,19761,EQ,NSE,NSE,True
MUFIN,"MUFIN GREEN FINANCE",5064449,19783,EQ,NSE,NSE,True
CELLO,"CELLO WORLD",5067521,19795,EQ,NSE,NSE,True
WELINV-BE,"WELSPUN INV & COMM",5069825,19804,EQ,NSE,NSE,True
HONASA,"HONASA CONSUMER - MAMAEARTH",5072129,19813,EQ,NSE,NSE,True
AMNPLST,"AMINES & PLASTICIZERS",5085953,19867,EQ,NSE,NSE,True
LGHL,"LAXMI GOLDORNA HOUSE",5088257,19876,EQ,NSE,NSE,True
RADIOCITY,"MUSIC BROADCAST",5088513,19877,EQ,NSE,NSE,True
ESAFSFB,"ESAF SMALL FINANCE BANK L",5088769,19878,EQ,NSE,NSE,True
DMART,"AVENUE SUPERMARTS",5097729,19913,EQ,NSE,NSE,True
ORISSAMINE,"ORISSA MIN DEV CO",5102337,19931,EQ,NSE,NSE,True
EGOLD,"EDELWEISS GOLD ETF",5102849,19933,EQ,NSE,NSE,True
KILITCH-BE,"KILITCH DRUGS INDIA",5104897,19941,EQ,NSE,NSE,True
DEEPAKNTR,"DEEPAK NITRITE",5105409,19943,EQ,NSE,NSE,True
EGOLDINAV,"EDELAMC - EGOLDINAV",5105665,19944,EQ,NSE,NSE,True
WAAREEINDO,"INDOSOLAR",5108481,19955,EQ,NSE,NSE,True
HEALTHX,"HEALTH X PLATFORM",5136129,20063,EQ,NSE,NSE,True
INTENTECH,"INTENSE TECHNOLOGIES",5138177,20071,EQ,NSE,NSE,True
INFRABEES,"NIPPON INDIA ETF INFRA BEES",5138433,20072,EQ,NSE,NSE,True
CPCAP-BE,"CP CAPITAL",5143041,20090,EQ,NSE,NSE,True
TASTYBITE,"TASTY BITE EATABLES",5143553,20092,EQ,NSE,NSE,True
GREENPOWER,"ORIENT GREEN POWER CO",5148161,20110,EQ,NSE,NSE,True
RAMKY,"RAMKY INFRA",5154305,20134,EQ,NSE,NSE,True
ASKAUTOLTD,"ASK AUTOMOTIVE",5158913,20152,EQ,NSE,NSE,True
ARIHANTSUP,"ARIHANT SUPERSTRUCT",5160705,20159,EQ,NSE,NSE,True
CANTABIL,"CANTABIL RETAIL",5160961,20160,EQ,NSE,NSE,True
ASHOKA,"ASHOKA BUILDCON",5166593,20182,EQ,NSE,NSE,True
WABAG,"VA TECH WABAG",5168129,20188,EQ,NSE,NSE,True
AKSHARCHEM-BE,"AKSHARCHEM INDIA",5169665,20194,EQ,NSE,NSE,True
BEDMUTHA,"BEDMUTHA INDUST",5170177,20196,EQ,NSE,NSE,True
URJA,"URJA GLOBAL",5171969,20203,EQ,NSE,NSE,True
JWL,"JUPITER WAGONS",5177345,20224,EQ,NSE,NSE,True
CLEDUCATE-BE,"CL EDUCATE",5179649,20233,EQ,NSE,NSE,True
OBEROIRLTY,"OBEROI REALTY",5181953,20242,EQ,NSE,NSE,True
ESILVER,"EDELWEISS SILVER ETF",5185793,20257,EQ,NSE,NSE,True
ESILINAV,"EDELAMC - ESILVER",5186561,20260,EQ,NSE,NSE,True
IREDA,"INDIAN RENEWABLE ENERGY",5186817,20261,EQ,NSE,NSE,True
TATATECH,"TATA TECHNOLOGIES",5195009,20293,EQ,NSE,NSE,True
SHAH,"SHAH METACORP",5195777,20296,EQ,NSE,NSE,True
PRESTIGE,"PRESTIGE ESTATE",5197313,20302,EQ,NSE,NSE,True
GANDHAR,"GANDHAR OIL REFINE IND L",5197569,20303,EQ,NSE,NSE,True
NRAIL,"N R AGARWAL INDS",5200385,20314,EQ,NSE,NSE,True
SHANKARA,"SHANKARA BLDG PRODUCT",5202177,20321,EQ,NSE,NSE,True
FEDFINA,"FEDBANK FINANCIAL SER L",5202433,20322,EQ,NSE,NSE,True
RESPONIND,"RESPONSIVE INDUSTRIES",5202689,20323,EQ,NSE,NSE,True
CGCL,"CAPRI GLOBAL CAPITAL",5204225,20329,EQ,NSE,NSE,True
FLAIR,"FLAIR WRITING INDUST",5215233,20372,EQ,NSE,NSE,True
COALINDIA,"COAL INDIA",5215745,20374,EQ,NSE,NSE,True
IOLCP,"IOL CHEM AND PHARMA",5225729,20413,EQ,NSE,NSE,True
NACLIND,"NACL INDUSTRIES",5228801,20425,EQ,NSE,NSE,True
APCL,"ANJANI PORTLAND CEM",5235969,20453,EQ,NSE,NSE,True
WIPL,"THE WESTERN INDIA PLY",5243137,20481,EQ,NSE,NSE,True
PRUDMOULI-BE,"PRUDENTIAL SUGAR CORPORAT",5255169,20528,EQ,NSE,NSE,True
BAJEL,"BAJEL PROJECTS",5255937,20531,EQ,NSE,NSE,True
GOLDAXIS,"AXISAMC-GOLDAXIS",5256193,20532,EQ,NSE,NSE,True
GRAVITA,"GRAVITA INDIA",5256705,20534,EQ,NSE,NSE,True
BBNPPGOLD,"BARODA BNP PARIBAS GOLD ETF",5260033,20547,EQ,NSE,NSE,True
BNGOLDINAV,"BARODABNP - BNGOLDINAV",5260801,20550,EQ,NSE,NSE,True
DOMS,"DOMS INDUSTRIES",5261057,20551,EQ,NSE,NSE,True
INDIASHLTR,"INDIA SHELTER FIN CORP L",5262337,20556,EQ,NSE,NSE,True
DOLLAR,"DOLLAR INDUSTRIES",5263361,20560,EQ,NSE,NSE,True
INOXINDIA,"INOX INDIA",5275393,20607,EQ,NSE,NSE,True
SUPERHOUSE,"SUPERHOUSE",5277697,20616,EQ,NSE,NSE,True
PENIND,"PENNAR INDUSTRIES",5278977,20621,EQ,NSE,NSE,True
JINDWORLD,"JINDAL WORLDWIDE",5284353,20642,EQ,NSE,NSE,True
SCHAND,"S CHAND AND COMPANY",5298689,20698,EQ,NSE,NSE,True
RPPINFRA,"R.P.P INFRA PROJECTS",5314561,20760,EQ,NSE,NSE,True
JAMNAAUTO,"JAMNA AUTO IND",5319169,20778,EQ,NSE,NSE,True
MOTISONS,"MOTISONS JEWELLERS",5321729,20788,EQ,NSE,NSE,True
SUMEETINDS,"SUMEET IND",5322241,20790,EQ,NSE,NSE,True
BHAGYANGR-BE,"BHAGYANAGAR INDIA",5324545,20799,EQ,NSE,NSE,True
IRBINVIT-IV,"IRB INVIT FUND",5329153,20817,EQ,NSE,NSE,True
SURAJEST,"SURAJ ESTATE DEVELOPERS L",5330433,20822,EQ,NSE,NSE,True
HUDCO,"HSG & URBAN DEV CORPN",5331201,20825,EQ,NSE,NSE,True
MOIL,"MOIL",5332481,20830,EQ,NSE,NSE,True
MUTHOOTMF,"MUTHOOT MICROFIN",5332737,20831,EQ,NSE,NSE,True
HAPPYFORGE,"HAPPY FORGINGS",5338625,20854,EQ,NSE,NSE,True
ZEELEARN-BE,"ZEE LEARN",5339137,20856,EQ,NSE,NSE,True
RBZJEWEL,"RBZ JEWELLERS",5343745,20874,EQ,NSE,NSE,True
PSPPROJECT,"PSP PROJECTS",5344513,20877,EQ,NSE,NSE,True
MUFTI,"CREDO BRANDS MARKETING L",5344769,20878,EQ,NSE,NSE,True
AZAD,"AZAD ENGINEERING",5351681,20905,EQ,NSE,NSE,True
A2ZINFRA,"A2Z INFRA ENGINEERING",5351937,20906,EQ,NSE,NSE,True
KIRLOSENG,"KIRLOSKAR OIL ENG",5359617,20936,EQ,NSE,NSE,True
RKDL,"RAVI KUMAR DIST.",5363201,20950,EQ,NSE,NSE,True
SUNCLAY,"SUNDARAM CLAYTON",5364737,20956,EQ,NSE,NSE,True
INDIGRID-IV,"INDIGRID INFRASTRUCT TRST",5372929,20988,EQ,NSE,NSE,True
PSB,"PUNJAB & SIND BANK",5376257,21001,EQ,NSE,NSE,True
FMNL-BE,"FUTURE MKT NETWORKS",5381377,21021,EQ,NSE,NSE,True
INNOVACAP,"INNOVA CAPTAB",5391873,21062,EQ,NSE,NSE,True
SURANASOL,"SURANA SOLAR",5395713,21077,EQ,NSE,NSE,True
STARCEMENT,"STAR CEMENT",5399297,21091,EQ,NSE,NSE,True
SHEKHAWATI-BE,"SHEKHAWATI INDUSTRIES",5401345,21099,EQ,NSE,NSE,True
BFINVEST,"BF INVESTMENT",5404929,21113,EQ,NSE,NSE,True
KICL,"KALYANI INVEST CO",5406465,21119,EQ,NSE,NSE,True
TEJASNET,"TEJAS NETWORKS",5409537,21131,EQ,NSE,NSE,True
ERIS,"ERIS LIFESCIENCES",5415425,21154,EQ,NSE,NSE,True
CDSL,"CENTRAL DEPO SER (I)",5420545,21174,EQ,NSE,NSE,True
GTPL,"GTPL HATHWAY",5425921,21195,EQ,NSE,NSE,True
AUBANK,"AU SMALL FINANCE BANK",5436929,21238,EQ,NSE,NSE,True
DIGIDRIVE,"DIGIDRIVE DISTRIBUTORS L",5439233,21247,EQ,NSE,NSE,True
NIFTYAXIS,"AXISAMC-NIFTYAXIS",5440513,21252,EQ,NSE,NSE,True
LOWVOLIETF,"ICICI PRUDENTIAL NIFTY 100 LOW VOLATILITY 30 ETF",5441025,21254,EQ,NSE,NSE,True
SUMMITSEC,"SUMMIT SECURITIES",5446401,21275,EQ,NSE,NSE,True
DYNPRO,"DYNEMIC PRODUCTS",5456385,21314,EQ,NSE,NSE,True
SEITINVIT-IV,"SUSTAINABLE ENERGY INFRA",5458177,21321,EQ,NSE,NSE,True
JYOTICNC,"JYOTI CNC AUTOMATION",5461505,21334,EQ,NSE,NSE,True
STEELXIND,"STEEL EXCHANGE INDIA",5462785,21339,EQ,NSE,NSE,True
SALASAR,"SALASAR TECHNO ENGG.",5468673,21362,EQ,NSE,NSE,True
PALASHSECU,"PALASH SECURITIES",5474049,21383,EQ,NSE,NSE,True
MAGADSUGAR,"MAGADH SUGAR & ENERGY",5476353,21392,EQ,NSE,NSE,True
GANGESSECU,"GANGES SECURITIES",5478145,21399,EQ,NSE,NSE,True
TATAGOLD,"TATA GOLD EXCHANGE TRADED FUND",5478657,21401,EQ,NSE,NSE,True
AVADHSUGAR-BE,"AVADH SUG & ENERGY",5480961,21410,EQ,NSE,NSE,True
MOM100,"MOTILAL OSWAL NIFTY MIDCAP 100 ETF",5484289,21423,EQ,NSE,NSE,True
THEINVEST,"THE INVEST TRUST OF IND L",5485313,21427,EQ,NSE,NSE,True
TATSILV,"TATA SILVER EXCHANGE TRADED FUND",5485569,21428,EQ,NSE,NSE,True
TAGOLDINAV,"TATAAML-TAGOLDINAV",5488129,21438,EQ,NSE,NSE,True
TASILVINAV,"TATAAML-TASILVINAV",5490945,21449,EQ,NSE,NSE,True
OPTIEMUS,"OPTIEMUS INFRACOM",5496065,21469,EQ,NSE,NSE,True
NEXT50BETA,"UTI NIFTY NEXT 50 ETF",5498369,21478,EQ,NSE,NSE,True
STEL,"STEL HOLDINGS",5499905,21484,EQ,NSE,NSE,True
SIS,"SIS",5504257,21501,EQ,NSE,NSE,True
COCHINSHIP,"COCHIN SHIPYARD",5506049,21508,EQ,NSE,NSE,True
HALEOSLABS,"HALEOS LABS",5517057,21551,EQ,NSE,NSE,True
COMSYN,"COMMERCIAL SYN BAGS",5523969,21578,EQ,NSE,NSE,True
ABCAPITAL,"ADITYA BIRLA CAPITAL",5533185,21614,EQ,NSE,NSE,True
APEX,"APEX FROZEN FOODS",5535489,21623,EQ,NSE,NSE,True
BRNL,"BHARAT ROAD NETWORK",5550849,21683,EQ,NSE,NSE,True
DIXON,"DIXON TECHNO (INDIA)",5552641,21690,EQ,NSE,NSE,True
DCAL,"DISHMAN CARBO AMCIS",5556225,21704,EQ,NSE,NSE,True
MEDIASSIST,"MEDI ASSIST HEALTH SER L",5556481,21705,EQ,NSE,NSE,True
LASA,"LASA SUPERGENERICS",5558529,21713,EQ,NSE,NSE,True
MATRIMONY,"MATRIMONY.COM",5561857,21726,EQ,NSE,NSE,True
CHOLAHLDNG,"CHOLAMANDALAM FIN HOL",5565441,21740,EQ,NSE,NSE,True
CAPACITE,"CAPACITE INFRAPROJECT",5567745,21749,EQ,NSE,NSE,True
LIQUIDCASE,"ZERODHA NIFTY 1D RATE LIQUID ETF",5568001,21750,EQ,NSE,NSE,True
ICICIGI,"ICICI LOMBARD GIC",5573121,21770,EQ,NSE,NSE,True
LIQCASINAV,"ZERODHAAMC - LIQCASINAV",5573633,21772,EQ,NSE,NSE,True
DAVANGERE,"DAVANGERE SUGAR COMPANY L",5579265,21794,EQ,NSE,NSE,True
SBILIFE,"SBI LIFE INSURANCE CO",5582849,21808,EQ,NSE,NSE,True
TEXRAIL,"TEXMACO RAIL & ENG.",5587969,21828,EQ,NSE,NSE,True
DIAMONDYD,"PRATAAP SNACKS",5591041,21840,EQ,NSE,NSE,True
HFCL,"HFCL",5619457,21951,EQ,NSE,NSE,True
INDTERRAIN,"IND TERRAIN FASHIONS",5620993,21957,EQ,NSE,NSE,True
NIFTYBETF,"BAJAJ FINSERV NIFTY 50 ETF",5621505,21959,EQ,NSE,NSE,True
BANKBETF,"BAJAJ FINSERV NIFTY BANK ETF",5628417,21986,EQ,NSE,NSE,True
BANKBINAV,"BFAM - BANKBETF",5629185,21989,EQ,NSE,NSE,True
NIFTYBINAV,"BFAM - NIFTYBETF",5641473,22037,EQ,NSE,NSE,True
DHUNINV,"DHUNSERI INVESTMENTS",5691649,22233,EQ,NSE,NSE,True
