Symbol,Name,InstrumentToken,ExchangeToken,InstrumentType,Segment,Exchange,IsActive
MAGOLDINAV,"MIRAEAMC - MAGOLDINAV",3657985,14289,EQ,NSE,NSE,True
VIYASH,"VIYASH SCIENTIFIC",3659777,14296,EQ,NSE,NSE,True
PFC,"POWER FIN CORP",3660545,14299,EQ,NSE,NSE,True
FSL,"FIRSTSOURCE SOLU.",3661825,14304,EQ,NSE,NSE,True
OSWALSEEDS,"SHREEOSWAL S AND CHE",3662081,14305,EQ,NSE,NSE,True
INDIANB,"INDIAN BANK",3663105,14309,EQ,NSE,NSE,True
TTL,"T T",3664385,14314,EQ,NSE,NSE,True
SMSPHARMA,"SMS PHARMACEUTICALS",3668225,14329,EQ,NSE,NSE,True
HSCL,"HIMADRI SPECIALITY CHEM L",3669505,14334,EQ,NSE,NSE,True
GANESHHOU,"GANESH HOUSING",3670785,14339,EQ,NSE,NSE,True
ORIENTALTL,"ORIENTAL TRIMEX",3672577,14346,EQ,NSE,NSE,True
APOLLOPIPE,"APOLLO PIPES",3676417,14361,EQ,NSE,NSE,True
IDEA,"VODAFONE IDEA",3677697,14366,EQ,NSE,NSE,True
POCL,"PONDY OXIDES & CHEM",3682561,14385,EQ,NSE,NSE,True
AMDIND,"AMD INDUSTRIES",3685889,14398,EQ,NSE,NSE,True
RAJTV,"RAJ TV NETWORK",3687169,14403,EQ,NSE,NSE,True
PAGEIND,"PAGE INDUSTRIES",3689729,14413,EQ,NSE,NSE,True
ASTRAL,"ASTRAL",3691009,14418,EQ,NSE,NSE,True
LAOPALA,"LA OPALA RG",3692289,14423,EQ,NSE,NSE,True
GOLDBEES,"NIPPON INDIA ETF GOLD BEES",3693569,14428,EQ,NSE,NSE,True
JKTYRE,"JK TYRE & INDUSTRIES",3695361,14435,EQ,NSE,NSE,True
NAHARSPING-BE,"NAHAR SPINNING MILLS",3697409,14443,EQ,NSE,NSE,True
NAHARPOLY,"NAHAR POLY FILMS",3697921,14445,EQ,NSE,NSE,True
EMBDL,"EMBASSY DEVELOPMENTS",3699201,14450,EQ,NSE,NSE,True
LEXUS,"LEXUS GRANITO (INDIA)",3701505,14459,EQ,NSE,NSE,True
KIRLFER,"KIRLOSKAR FERROUS IND",3703297,14466,EQ,NSE,NSE,True
DIVGIITTS,"DIVGI TORQTRANSFER SYST L",3706625,14479,EQ,NSE,NSE,True
GOKULAGRO,"GOKUL AGRO RESOURCES",3706881,14480,EQ,NSE,NSE,True
THEMISMED,"THEMIS MEDICARE",3708161,14485,EQ,NSE,NSE,True
NCLIND,"NCL INDUSTRIES",3709441,14490,EQ,NSE,NSE,True
BALAMINES,"BALAJI AMINES",3712257,14501,EQ,NSE,NSE,True
BANSWRAS,"BANSWARA SYNTEX",3714817,14511,EQ,NSE,NSE,True
ABSLLIQUID,"ADITYA BIRLA SUN LIFE CRISIL LIQUID OVERNIGHT ETF",3716609,14518,EQ,NSE,NSE,True
ICRA,"ICRA",3717889,14523,EQ,NSE,NSE,True
ABSLLQINAV,"BIRLASLAMC - ABSLLQINAV",3718145,14524,EQ,NSE,NSE,True
GOLDBETA,"UTI MUTUAL FUND - UTI GOLD EXCHANGE TRADED FUND",3720961,14535,EQ,NSE,NSE,True
DISHTV-BE,"DISH TV INDIA",3722241,14540,EQ,NSE,NSE,True
NDLVENTURE,"NDL VENTURES",3724033,14547,EQ,NSE,NSE,True
PHOENIXLTD,"THE PHOENIX MILLS",3725313,14552,EQ,NSE,NSE,True
AROGRANITE,"ARO GRANITE IND.",3726593,14557,EQ,NSE,NSE,True
ZENITHSTL,"ZENITH STEEL PIP IND",3727873,14562,EQ,NSE,NSE,True
BFUTILITIE,"BF UTILITIES",3729153,14567,EQ,NSE,NSE,True
SRHHYPOLTD,"SREE RAYALSEEMA HHP",3732993,14582,EQ,NSE,NSE,True
PSUBNKIETF,"ICICI PRUDENTIAL NIFTY PSU BANK ETF",3733505,14584,EQ,NSE,NSE,True
PSBKICINAV,"ICICIPRAMC - PSBKICINAV",3734785,14589,EQ,NSE,NSE,True
FORTIS,"FORTIS HEALTHCARE",3735553,14592,EQ,NSE,NSE,True
ALPHAGEO,"ALPHAGEO (INDIA)",3736833,14597,EQ,NSE,NSE,True
GSLSU,"GLOBAL SURFACES",3737345,14599,EQ,NSE,NSE,True
WEBELSOLAR,"WEBSOL ENERGY SYSTEM",3738113,14602,EQ,NSE,NSE,True
TGBHOTELS,"TGB BANQUETS&HOTELS",3739393,14607,EQ,NSE,NSE,True
HILTON-BE,"HILTON METAL FORGING",3745537,14631,EQ,NSE,NSE,True
INSECTICID,"INSECTICIDES (I)",3752193,14657,EQ,NSE,NSE,True
KMSUGAR,"K M SUGAR MILLS",3754753,14667,EQ,NSE,NSE,True
NAVINFLUOR,"NAVIN FLUORINE INT.",3756033,14672,EQ,NSE,NSE,True
GUJAPOLLO,"GUJ. APOLLO IND.",3757313,14677,EQ,NSE,NSE,True
GOACARBON,"GOA CARBON",3759873,14687,EQ,NSE,NSE,True
NAGREEKEXP,"NAGREEKA EXPORTS",3763713,14702,EQ,NSE,NSE,True
TIMETECHNO,"TIME TECHNOPLAST",3764993,14707,EQ,NSE,NSE,True
HGS,"HINDUJA GLOBAL SOLS.",3766273,14712,EQ,NSE,NSE,True
DLF,"DLF",3771393,14732,EQ,NSE,NSE,True
SENSEXAXIS,"AXISAMC-SENSEXAXIS",3773953,14742,EQ,NSE,NSE,True
ADVANIHOTR,"ADVANI HOT.& RES.(I)",3774721,14745,EQ,NSE,NSE,True
AXSNSXINAV,"AXISAMC - AXSNSXINAV",3774977,14746,EQ,NSE,NSE,True
WINSOME-BZ,"WINSOME YARNS",3777793,14757,EQ,NSE,NSE,True
NELCAST,"NELCAST",3778817,14761,EQ,NSE,NSE,True
V2RETAIL,"V2 RETAIL",3780097,14766,EQ,NSE,NSE,True
TARMAT,"TARMAT",3781377,14771,EQ,NSE,NSE,True
LOWVOL,"MIRAE ASSET NIFTY 100 LOW VOLATILITY 30 ETF",3785217,14786,EQ,NSE,NSE,True
SPARC,"SUN PHARMA ADV.RES.CO.LTD",3785729,14788,EQ,NSE,NSE,True
SIGMAADV-BE,"SIGMA ADVANCED SYSTEM",3788033,14797,EQ,NSE,NSE,True
IRBIT-IV,"IRB INFRASTRUCTURE TRUST",3790337,14806,EQ,NSE,NSE,True
MNV30FINAV,"MIRAEAMC - MNV30FINAV",3791617,14811,EQ,NSE,NSE,True
ADSL,"ALLIED DIGITAL SERV.",3792129,14813,EQ,NSE,NSE,True
WSI,"W.S.INDUSTRIES (I)",3795969,14828,EQ,NSE,NSE,True
DECCANCE,"DECCAN CEMENTS",3798529,14838,EQ,NSE,NSE,True
VIPCLOTHNG-BE,"VIP CLOTHING",3800833,14847,EQ,NSE,NSE,True
ALPA,"ALPA LABORATORIES",3801089,14848,EQ,NSE,NSE,True
OMAXE,"OMAXE",3802369,14853,EQ,NSE,NSE,True
GOLD1,"KOTAK GOLD ETF",3803649,14858,EQ,NSE,NSE,True
FLFL-BZ,"FUT LIFESTYLE FASH",3806209,14868,EQ,NSE,NSE,True
USK,"UDAYSHIVAKUMAR INFRA",3806977,14871,EQ,NSE,NSE,True
ASIANTILES,"ASIAN GRANITO IND.",3811585,14889,EQ,NSE,NSE,True
AKI,"AKI INDIA",3811841,14890,EQ,NSE,NSE,True
CENTRALBK,"CENTRAL BANK OF INDIA",3812865,14894,EQ,NSE,NSE,True
SAHYADRI,"SAHYADRI INDUSTRIES",3814401,14900,EQ,NSE,NSE,True
KDDL,"KDDL",3816449,14908,EQ,NSE,NSE,True
KPRMILL,"KPR MILL",3817473,14912,EQ,NSE,NSE,True
TAKE,"TAKE SOLUTIONS",3818753,14917,EQ,NSE,NSE,True
PURVA,"PURAVANKARA",3820033,14922,EQ,NSE,NSE,True
LAL,"LORENZINI APPARELS",3820545,14924,EQ,NSE,NSE,True
CIEINDIA,"CIE AUTOMOTIVE INDIA",3823873,14937,EQ,NSE,NSE,True
GSEC10YEAR,"MIRAE ASSET NIFTY 8-13 YR G-SEC ETF",3824129,14938,EQ,NSE,NSE,True
NAGREEKCAP-BE,"NAGREEKA CAP & INFR.LTD",3825409,14943,EQ,NSE,NSE,True
MOTILALOFS,"MOTILAL OSWAL FIN",3826433,14947,EQ,NSE,NSE,True
MAG813INAV,"MIRAEAMC - MAG813INAV",3827969,14953,EQ,NSE,NSE,True
INDOWIND-BE,"INDOWIND ENERGY",3828737,14956,EQ,NSE,NSE,True
MAGNUM,"MAGNUM VENTURES",3828993,14957,EQ,NSE,NSE,True
CSBBANK,"CSB BANK",3831297,14966,EQ,NSE,NSE,True
KSCL,"KAVERI SEED CO.",3832833,14972,EQ,NSE,NSE,True
POWERGRID,"POWER GRID CORP.",3834113,14977,EQ,NSE,NSE,True
CENTUM,"CENTUM ELECTRONICS",3835393,14982,EQ,NSE,NSE,True
CCCL,"CONS. CONST. CONSORT",3837953,14992,EQ,NSE,NSE,True
SUPREMEINF,"SUPREME INFRA.",3840513,15002,EQ,NSE,NSE,True
MAANALU,"MAAN ALUMINIUM",3844353,15017,EQ,NSE,NSE,True
PSUBNKBEES,"NIPPON INDIA ETF PSU BANK BEES",3848193,15032,EQ,NSE,NSE,True
BAJAJELEC,"BAJAJ ELECT.LTD",3848705,15034,EQ,NSE,NSE,True
CERA,"CERA SANITARYWARE",3849985,15039,EQ,NSE,NSE,True
DELTACORP,"DELTA CORP",3851265,15044,EQ,NSE,NSE,True
ENERGYDEV,"ENERGY DEVE. CO.LTD",3852545,15049,EQ,NSE,NSE,True
AVALON,"AVALON TECHNOLOGIES",3854849,15058,EQ,NSE,NSE,True
PSUBANK,"KOTAK NIFTY PSU BANK ETF",3855617,15061,EQ,NSE,NSE,True
BLAL,"BEML LAND ASSETS",3857153,15067,EQ,NSE,NSE,True
RELIGARE,"RELIGARE ENTER.",3857409,15068,EQ,NSE,NSE,True
BVCL,"BARAK VALLEY CEM.",3858689,15073,EQ,NSE,NSE,True
CUBEINVIT-IV,"CUBE HIGHWAYS TRUST",3859969,15078,EQ,NSE,NSE,True
ADANIPORTS,"ADANI PORT & SEZ",3861249,15083,EQ,NSE,NSE,True
SILVERBETA,"UTI SILVER ETF",3861761,15085,EQ,NSE,NSE,True
SILETFINAV,"UTIAMC - SILETFINAV",3864065,15094,EQ,NSE,NSE,True
EDELWEISS,"EDELWEISS FIN SERV",3870465,15119,EQ,NSE,NSE,True
KOLTEPATIL,"KOLTE PATIL DEV.",3871745,15124,EQ,NSE,NSE,True
SVLL-BE,"SHREE VASU LOGISTICS",3872257,15126,EQ,NSE,NSE,True
RGL,"RENAISSANCE GLOBAL",3873025,15129,EQ,NSE,NSE,True
KAUSHALYA-BE,"KAUSHALYA INFRA DEV",3875841,15140,EQ,NSE,NSE,True
COLPAL,"COLGATE PALMOLIVE",3876097,15141,EQ,NSE,NSE,True
JYOTHYLAB,"JYOTHY LABS",3877377,15146,EQ,NSE,NSE,True
MADHAV,"MADHAV MARBLE & GRANITE",3878657,15151,EQ,NSE,NSE,True
KALYANIFRG,"KALYANI FORGE",3879937,15156,EQ,NSE,NSE,True
RHL,"ROBUST HOTELS",3880193,15157,EQ,NSE,NSE,True
HITECHCORP-BE,"HITECH CORPORATION",3882241,15165,EQ,NSE,NSE,True
TARIL,"TRANS & RECTI.",3884545,15174,EQ,NSE,NSE,True
ECLERX,"ECLERX SERVICES",3885825,15179,EQ,NSE,NSE,True
KIRLPNU,"KIRLOSKAR PNEUMATIC COM L",3886081,15180,EQ,NSE,NSE,True
BRIGADE,"BRIGADE ENTER.",3887105,15184,EQ,NSE,NSE,True
BGRENERGY-BE,"BGR ENERGY SYSTEMS",3889409,15193,EQ,NSE,NSE,True
MANAKSIA,"MANAKSIA",3890945,15199,EQ,NSE,NSE,True
ARIES,"ARIES AGRO",3892225,15204,EQ,NSE,NSE,True
PPAP-BE,"PPAP AUTOMOTIVE",3894529,15213,EQ,NSE,NSE,True
DVL,"DHUNSERI VENTURES",3894785,15214,EQ,NSE,NSE,True
PATINTLOG-BE,"PATEL INT. LOG.",3897089,15223,EQ,NSE,NSE,True
UJJIVANSFB,"UJJIVAN SMALL FINANC BANK",3898369,15228,EQ,NSE,NSE,True
LICNFNHGP,"LIC MF NIFTY 100 ETF",3898625,15229,EQ,NSE,NSE,True
AMBIKCO,"AMBIKA COTTON MILL",3899905,15234,EQ,NSE,NSE,True
BIRLAMONEY,"ADITYA BIRLA MONEY",3901185,15239,EQ,NSE,NSE,True
KAVDEFENCE,"KAVVERI DFS & WIR TEC",3902465,15244,EQ,NSE,NSE,True
CEATLTD,"CEAT",3905025,15254,EQ,NSE,NSE,True
RPOWER,"RELIANCE POWER",3906305,15259,EQ,NSE,NSE,True
JKIL,"JKUMAR INFR.LTD.",3908097,15266,EQ,NSE,NSE,True
CORDSCABLE-BE,"CORDS CABLE INDUS",3910401,15275,EQ,NSE,NSE,True
ONMOBILE-BE,"ONMOBILE GLOBAL",3912193,15282,EQ,NSE,NSE,True
KNRCON,"KNR CONSTRU",3912449,15283,EQ,NSE,NSE,True
VIRINCHI,"VIRINCHI",3915521,15295,EQ,NSE,NSE,True
BANG,"BANG OVERSEAS",3917569,15303,EQ,NSE,NSE,True
SEPC,"SEPC",3918849,15308,EQ,NSE,NSE,True
IRB,"IRB INFRA DEV",3920129,15313,EQ,NSE,NSE,True
QGOLDHALF,"QUANTUM GOLD FUND",3924481,15330,EQ,NSE,NSE,True
NMDC,"NMDC",3924993,15332,EQ,NSE,NSE,True
RAIN,"RAIN INDUSTRIES",3926273,15337,EQ,NSE,NSE,True
SHALPAINTS,"SHALIM PAINTS",3927553,15342,EQ,NSE,NSE,True
GSS,"GSS INFOTECH",3928833,15347,EQ,NSE,NSE,True
SADHNANIQ-BE,"SADHANA NITROCHEM",3929345,15349,EQ,NSE,NSE,True
RECLTD,"REC",3930881,15355,EQ,NSE,NSE,True
GOLDADD,"DSP GOLD ETF",3931137,15356,EQ,NSE,NSE,True
NAHARCAP,"NAHAR CAP & FIN.",3932161,15360,EQ,NSE,NSE,True
VGUARD,"V-GUARD IND",3932673,15362,EQ,NSE,NSE,True
DSPGOINAV,"DSPAMC - DSPGOLDETF",3932929,15363,EQ,NSE,NSE,True
PDMJEPAPER,"PUDUMJEE PAPER PRO.",3936513,15377,EQ,NSE,NSE,True
MANKIND,"MANKIND PHARMA",3937281,15380,EQ,NSE,NSE,True
RACE,"RACE ECO CHAIN",3940097,15391,EQ,NSE,NSE,True
EIHAHOTELS,"EIH ASSOCIATED HOTELS - OBEROI HOTELS",3942145,15399,EQ,NSE,NSE,True
ATAM,"ATAM VALVES",3943425,15404,EQ,NSE,NSE,True
NESCO,"NESCO",3944705,15409,EQ,NSE,NSE,True
TITAGARH,"TITAGARH RAIL SYSTEMS",3945985,15414,EQ,NSE,NSE,True
ACL,"ANDHRA CEMENTS",3947521,15420,EQ,NSE,NSE,True
DPSCLTD-BE,"DPSC",3948289,15423,EQ,NSE,NSE,True
HCG,"HEALTHCARE GLOB. ENT.",3982081,15555,EQ,NSE,NSE,True
AVG-BE,"AVG LOGISTICS",4003329,15638,EQ,NSE,NSE,True
ATALREAL,"ATAL REALTECH",4006145,15649,EQ,NSE,NSE,True
PIGL,"POWER INSTRUMENT (G)",4023297,15716,EQ,NSE,NSE,True
NXST-RR,"NEXUS SELECT TRUST",4048641,15815,EQ,NSE,NSE,True
LATTEYS-BE,"LATTEYS INDUSTRIES",4057089,15848,EQ,NSE,NSE,True
HINDWAREAP,"HINDWARE HME INOVATON",4066049,15883,EQ,NSE,NSE,True
PRINCEPIPE,"PRINCE PIPES FITTINGS",4107521,16045,EQ,NSE,NSE,True
BHARATWIRE,"BHARAT WIRE ROPES",4127489,16123,EQ,NSE,NSE,True
PAVNAIND,"PAVNA INDUSTRIES",4145153,16192,EQ,NSE,NSE,True
CCAVENUE,"AVENUESAI",4159745,16249,EQ,NSE,NSE,True
PANACHE-BE,"PANACHE DIGILIFE",4186881,16355,EQ,NSE,NSE,True
MMP,"MMP INDUSTRIES",4197121,16395,EQ,NSE,NSE,True
VAISHALI-BE,"VAISHALI PHARMA",4254977,16621,EQ,NSE,NSE,True
KIRIINDUS,"KIRI INDUSTRIES",4259585,16639,EQ,NSE,NSE,True
SIGMA,"SIGMA SOLVE",4264449,16658,EQ,NSE,NSE,True
ANIKINDS-BE,"ANIK INDUSTRIES",4265217,16661,EQ,NSE,NSE,True
BAJAJ-AUTO,"BAJAJ AUTO",4267265,16669,EQ,NSE,NSE,True
BAJAJFINSV,"BAJAJ FINSERV",4268801,16675,EQ,NSE,NSE,True
PTCIL,"PTC INDUSTRIES",4270593,16682,EQ,NSE,NSE,True
DIGISPICE-BE,"DIGISPICE TECHNOLOGIES LT",4271873,16687,EQ,NSE,NSE,True
GHCLTEXTIL,"GHCL TEXTILES",4274177,16696,EQ,NSE,NSE,True
GOKUL,"GOKUL REFOILS & SOLV",4276481,16705,EQ,NSE,NSE,True
UBL,"UNITED BREWERIES",4278529,16713,EQ,NSE,NSE,True
ALMONDZ,"ALMONDZ GLOBAL SEC",4280065,16719,EQ,NSE,NSE,True
RPGLIFE,"RPG LIFE SCIENCES",4281601,16725,EQ,NSE,NSE,True
MKPL,"M K PROTEINS",4284417,16736,EQ,NSE,NSE,True
SILVERAG,"MIRAE ASSET SILVER ETF",4294913,16777,EQ,NSE,NSE,True
MASILINAV,"MIRAEAMC - MASILINAV",4295681,16780,EQ,NSE,NSE,True
GVT&D,"GE VERNOVA T&D INDIA",4296449,16783,EQ,NSE,NSE,True
ARCHIDPLY,"ARCHIDPLY IND.",4299521,16795,EQ,NSE,NSE,True
LOTUSEYE,"LOTUS EYE HOSP & INST L",4302593,16807,EQ,NSE,NSE,True
QNIFTY,"QUANTUM NIFTY 50 ETF",4305665,16819,EQ,NSE,NSE,True
VINYLINDIA,"VINYL CHEMICALS (I)",4306177,16821,EQ,NSE,NSE,True
IKIO,"IKIO TECHNOLOGIES",4306433,16822,EQ,NSE,NSE,True
KOKUYOCMLN,"KOKUYO CAMLIN",4307713,16827,EQ,NSE,NSE,True
SINDHUTRAD,"SINDHU TRADE LINKS",4315905,16859,EQ,NSE,NSE,True
LPDC,"LANDMARK PR.DEV.CO.LTD",4316929,16863,EQ,NSE,NSE,True
SICAGEN,"SICAGEN INDIA",4320001,16875,EQ,NSE,NSE,True
DPWIRES-BE,"D P WIRES",4326913,16902,EQ,NSE,NSE,True
TOUCHWOOD,"TOUCHWOOD ENTERTAIN",4328449,16908,EQ,NSE,NSE,True
ARTEMISMED,"ARTEMIS MED SERVICE",4329729,16913,EQ,NSE,NSE,True
ZFCVINDIA,"ZF COM VE CTR SYS IND",4330241,16915,EQ,NSE,NSE,True
HDFCNIINAV,"HDFCAMC - HDFCNIINAV",4332033,16922,EQ,NSE,NSE,True
JOCIL-BE,"JOCIL",4334337,16931,EQ,NSE,NSE,True
INDBANK,"INDBANK MERCH BANK",4334849,16933,EQ,NSE,NSE,True
ASHOKAMET,"ASHOKA METCAST",4337409,16943,EQ,NSE,NSE,True
ALKALI-BE,"ALKALI METALS",4342529,16963,EQ,NSE,NSE,True
COUNCODOS,"COUNTRY CONDO S",4348417,16986,EQ,NSE,NSE,True
TPHQ,"TEAMO PRODUCTIONS HQ",4350977,16996,EQ,NSE,NSE,True
MAWANASUG-BE,"MAWANA SUGARS",4358657,17026,EQ,NSE,NSE,True
PATANJALI,"PATANJALI FOODS",4359425,17029,EQ,NSE,NSE,True
THYROCARE,"THYROCARE TECH",4360193,17032,EQ,NSE,NSE,True
SHARIABEES,"NIPPON INDIA ETF NIFTY 50 SHARIAH BEES",4363265,17044,EQ,NSE,NSE,True
HMAAGRO,"HMA AGRO INDUSTRIES",4365569,17053,EQ,NSE,NSE,True
PALREDTEC-BE,"PALRED TECHNOLOGIES",4367105,17059,EQ,NSE,NSE,True
URAVIDEF-BE,"URAVI DEFENCE &TECH",4372737,17081,EQ,NSE,NSE,True
CROMPTON,"CROMPT GREA CON ELEC",4376065,17094,EQ,NSE,NSE,True
SUMICHEM,"SUMITOMO CHEM INDIA",4378881,17105,EQ,NSE,NSE,True
PARAGMILK,"PARAG MILK FOODS",4385281,17130,EQ,NSE,NSE,True
IDEAFORGE-BE,"IDEAFORGE TECHNO",4388353,17142,EQ,NSE,NSE,True
MIDCAPIETF,"ICICI PRUDENTIAL NIFTY MIDCAP 150 ETF",4390913,17152,EQ,NSE,NSE,True
AARTECH-BE,"AARTECH SOLONICS",4393985,17164,EQ,NSE,NSE,True
NEXT50,"MIRAE ASSET NIFTY NEXT 50 ETF",4398337,17181,EQ,NSE,NSE,True
SHRIPISTON,"SPR AUTO TECHNOLOGIES",4399617,17186,EQ,NSE,NSE,True
CYIENTDLM,"CYIENT DLM",4399873,17187,EQ,NSE,NSE,True
PAKKA,"PAKKA",4402433,17197,EQ,NSE,NSE,True
ITADD,"DSP NIFTY IT ETF",4404993,17207,EQ,NSE,NSE,True
DSPNITINAV,"DSPAMC - DSPNITINAV",4407553,17217,EQ,NSE,NSE,True
ALBERTDAVD,"ALBERT DAVID",4417537,17256,EQ,NSE,NSE,True
ARMANFIN,"ARMAN FIN SERV",4419329,17263,EQ,NSE,NSE,True
ASPINWALL,"ASPINWALL & CO",4421121,17270,EQ,NSE,NSE,True
SENCO,"SENCO GOLD",4421377,17271,EQ,NSE,NSE,True
SETFGOLD,"SBI GOLD ETF",4421633,17272,EQ,NSE,NSE,True
BLS,"BLS INTL SERVS",4423425,17279,EQ,NSE,NSE,True
AJMERA,"AJMERA REALTY & INF I",4430593,17307,EQ,NSE,NSE,True
LLOYDSME,"LLOYDS METALS N ENERGY L",4432129,17313,EQ,NSE,NSE,True
MHRIL,"MAHINDRA HOLIDAYS",4437249,17333,EQ,NSE,NSE,True
SALONA,"SALONA COTSPIN",4441857,17351,EQ,NSE,NSE,True
GKWLIMITED,"GKW",4443393,17357,EQ,NSE,NSE,True
UTKARSHBNK,"UTKARSH SMALL FIN BANK L",4443649,17358,EQ,NSE,NSE,True
VINATIORGA,"VINATI ORGANICS",4445185,17364,EQ,NSE,NSE,True
LANDSMILL,"LANDSMILL GREEN",4448257,17376,EQ,NSE,NSE,True
ADANIPOWER,"ADANI POWER",4451329,17388,EQ,NSE,NSE,True
SETF10GILT,"SBI NIFTY 10 YR BENCHMARK G-SEC ETF",4453121,17395,EQ,NSE,NSE,True
PREMEXPLN,"PREMIER EXPLOSIVES",4453633,17397,EQ,NSE,NSE,True
NHPC,"NHPC",4454401,17400,EQ,NSE,NSE,True
BANKETF,"MIRAE ASSET NIFTY BANK ETF",4459265,17419,EQ,NSE,NSE,True
GLOBUSSPR,"GLOBUS SPIRITS",4460545,17424,EQ,NSE,NSE,True
BNKETFINAV,"MIRAEAMC - BNKETFINAV",4461057,17426,EQ,NSE,NSE,True
NETWEB,"NETWEB TECH INDIA",4462849,17433,EQ,NSE,NSE,True
OIL,"OIL INDIA",4464129,17438,EQ,NSE,NSE,True
NV20IETF,"ICICI PRUDENTIAL NIFTY50 VALUE 20 ETF",4473601,17475,EQ,NSE,NSE,True
CONTROLPR,"CONTROL PRINT",4474113,17477,EQ,NSE,NSE,True
EXPLEOSOL,"EXPLEO SOLUTIONS",4476417,17486,EQ,NSE,NSE,True
INCREDIBLE,"INCREDIBLE INDUSTRIES",4481793,17507,EQ,NSE,NSE,True
SETCO-BE,"SETCO AUTOMOTIVE",4484609,17518,EQ,NSE,NSE,True
RTNPOWER,"RATTANINDIA POWER",4485121,17520,EQ,NSE,NSE,True
MAHASTEEL,"MAHAMAYA STEEL INDS",4486913,17527,EQ,NSE,NSE,True
MGL,"MAHANAGAR GAS",4488705,17534,EQ,NSE,NSE,True
AMRUTANJAN,"AMRUTAJAN HEALTH",4492033,17547,EQ,NSE,NSE,True
DAMODARIND-BE,"DAMODAR INDUSTRIES",4497665,17569,EQ,NSE,NSE,True
LIQUID,"MIRAE ASSET NIFTY 1D RATE LIQUID ETF-IDCW",4498433,17572,EQ,NSE,NSE,True
LIQIDINAV,"MIRAEAMC - LIQIDINAV",4499201,17575,EQ,NSE,NSE,True
PVTBANKADD,"DSP NIFTY PRIVATE BANK ETF",4499457,17576,EQ,NSE,NSE,True
ASALCBR,"ASSO ALCOHOLS & BREW",4505089,17598,EQ,NSE,NSE,True
MAHEPC,"MAHINDRA EPC IRRIG",4506369,17603,EQ,NSE,NSE,True
SENSEXADD,"DSP BSE SENSEX ETF",4508929,17613,EQ,NSE,NSE,True
PSUBANKADD,"DSP NIFTY PSU BANK ETF",4509697,17616,EQ,NSE,NSE,True
DSPPVBINAV,"DSPAMC - DSPPVBINAV",4510465,17619,EQ,NSE,NSE,True
DSPPSBINAV,"DSPAMC - DSPPSBINAV",4510721,17620,EQ,NSE,NSE,True
DSPSENINAV,"DSPAMC - DSPSENINAV",4510977,17621,EQ,NSE,NSE,True
MOLDTECH,"MOLD-TEK TECHNOLOGIES",4512001,17625,EQ,NSE,NSE,True
ZYDUSWELL,"ZYDUS WELLNESS",4514561,17635,EQ,NSE,NSE,True
SUNTECK,"SUNTECK REALTY",4516097,17641,EQ,NSE,NSE,True
POKARNA,"POKARNA",4518657,17651,EQ,NSE,NSE,True
UNIVPHOTO-BE,"UNIVERSUS IMAGINGS",4521217,17661,EQ,NSE,NSE,True
ALOKINDS,"ALOK INDUSTRIES",4524801,17675,EQ,NSE,NSE,True
GPTINFRA,"GPT INFRAPROJECTS",4527361,17685,EQ,NSE,NSE,True
VIJIFIN-BE,"VIJI FINANCE",4529921,17695,EQ,NSE,NSE,True
LTGILTBEES,"NIPPON INDIA ETF LONG TERM GILT",4531201,17700,EQ,NSE,NSE,True
MIDSELIETF,"ICICI PRUDENTIAL BSE MIDCAP SELECT ETF",4531713,17702,EQ,NSE,NSE,True
QUESS,"QUESS CORP",4532225,17704,EQ,NSE,NSE,True
DEN,"DEN NETWORKS",4536833,17722,EQ,NSE,NSE,True
ASTEC,"ASTEC LIFESCIENCES",4538369,17728,EQ,NSE,NSE,True
BAFNAPH-BE,"BAFNA PHARMACEUTICALS",4540161,17735,EQ,NSE,NSE,True
YATHARTH,"YATHARTH HOSP & TRA C S L",4540929,17738,EQ,NSE,NSE,True
NIITMTS,"NIIT LEARNING SYSTEMS",4543233,17747,EQ,NSE,NSE,True
SHILPAMED,"SHILPA MEDICARE",4544513,17752,EQ,NSE,NSE,True
SARDAEN,"SARDA ENERGY & MIN",4546049,17758,EQ,NSE,NSE,True
REFEX,"REFEX INDUSTRIES",4547585,17764,EQ,NSE,NSE,True
GROBTEA,"THE GROB TEA COMPANY",4549121,17770,EQ,NSE,NSE,True
ATL,"ALLCARGO TERMINALS",4551169,17778,EQ,NSE,NSE,True
SOMICONVEY,"SOMI CONVEYOR BELT.",4555265,17794,EQ,NSE,NSE,True
TREL,"TRANSINDIA REAL ESTATE L",4555521,17795,EQ,NSE,NSE,True
LLOYDSENGG,"LLOYDS ENGG WORK",4557057,17801,EQ,NSE,NSE,True
QUAL30IETF,"ICICI PRUDENTIAL NIFTY 200 QUALITY 30 ETF",4558849,17808,EQ,NSE,NSE,True
LTM,"LTM",4561409,17818,EQ,NSE,NSE,True
ICIQ30INAV,"ICICIPRAMC - ICIQ30INAV",4562433,17822,EQ,NSE,NSE,True
AHLUCONT,"AHLUWALIA CONT IND",4565249,17833,EQ,NSE,NSE,True
GILLANDERS,"GILLANDERS ARBUTHNOT",4566785,17839,EQ,NSE,NSE,True
DLINKINDIA,"D-LINK INDIA",4569857,17851,EQ,NSE,NSE,True
REDTAPE,"REDTAPE",4571905,17859,EQ,NSE,NSE,True
JSWENERGY,"JSW ENERGY",4574465,17869,EQ,NSE,NSE,True
